model,format,id,category,query,expected_tool,tool,expected_args,args,tool_exact,args_exact,routing_exact,parse_ok,parse_error,model_latency_s,raw_output
Llama-3.2-1B-Instruct-Q4_K_M.gguf,natural,P20_O_04,disk,Show disk usage.,get_disk_usage,,{},null,False,False,False,False,Unknown tool or invalid arguments object,7.56407,CONTENT: TOOL get_disk_usage — Read disk/SD-card storage usage and free space. Arguments: none. REASONING:
Llama-3.2-1B-Instruct-Q4_K_M.gguf,natural,P20_O_05,i2c,Scan I2C bus 1.,scan_i2c_bus,,"{""bus"": 1}",null,False,False,False,False,Unknown tool or invalid arguments object,17.857772,"CONTENT: TOOL scan_i2c_bus — Scan an entire I2C bus for devices. Arguments: bus: {""type"": ""integer"", ""enum"": [0, 1]}.  bus = 1 TOOL scan_i2c_bus bus REASONING:"
Llama-3.2-1B-Instruct-Q4_K_M.gguf,natural,P20_O_06,spi,Show SPI status.,get_spi_status,get_spi_status,{},{},True,True,True,True,,2.981463,TOOL get_spi_status
Llama-3.2-1B-Instruct-Q4_K_M.gguf,natural,P20_O_07,usb,List USB devices.,list_usb_devices,list_usb_devices,{},{},True,True,True,True,,2.981193,TOOL list_usb_devices
Llama-3.2-1B-Instruct-Q4_K_M.gguf,natural,P20_O_08,service,Restart ssh service.,restart_service,,"{""service"": ""ssh""}",null,False,False,False,False,Unknown tool or invalid arguments object,12.11269,"CONTENT: TOOL restart_service — Restart one allowlisted service. Arguments: service: {""type"": ""string"", ""enum"": [""ssh"", ""nginx"", ""bluetooth""]}. REASONING:"
Qwen3.5-0.8B-Q4_K_M.gguf,json,P20_GS_01,gpio_set,Turn GPIO 17 on.,set_gpio,set_gpio,"{""pin"": 17, ""state"": true}","{""pin"": 17, ""state"": true}",True,True,True,True,,78.376423,"{""tool"":""set_gpio"",""arguments"":{""pin"":17,""state"":true}}"
Qwen3.5-0.8B-Q4_K_M.gguf,json,P20_GS_02,gpio_set,Set GPIO 5 to false.,set_gpio,set_gpio,"{""pin"": 5, ""state"": false}","{""pin"": 5, ""state"": false}",True,True,True,True,,5.901942,"{""tool"":""set_gpio"",""arguments"":{""pin"":5,""state"":false}}"
Qwen3.5-0.8B-Q4_K_M.gguf,json,P20_GS_03,gpio_set,Drive BCM22 high.,set_gpio,set_gpio,"{""pin"": 22, ""state"": true}","{""pin"": 17, ""state"": true}",True,False,False,True,,6.037903,"{""tool"":""set_gpio"",""arguments"":{""pin"":17,""state"":true}}"
Qwen3.5-0.8B-Q4_K_M.gguf,json,P20_GS_04,gpio_set,Turn GPIO 10 off.,set_gpio,set_gpio,"{""pin"": 10, ""state"": false}","{""pin"": 10, ""state"": false}",True,True,True,True,,6.106016,"{""tool"":""set_gpio"",""arguments"":{""pin"":10,""state"":false}}"
Qwen3.5-0.8B-Q4_K_M.gguf,json,P20_GS_05,gpio_set,Set pin 27 high.,set_gpio,set_gpio,"{""pin"": 27, ""state"": true}","{""pin"": 27, ""state"": true}",True,True,True,True,,6.11174,"{""tool"":""set_gpio"",""arguments"":{""pin"":27,""state"":true}}"
Qwen3.5-0.8B-Q4_K_M.gguf,json,P20_GS_06,gpio_set,Disable GPIO 4.,set_gpio,set_gpio,"{""pin"": 4, ""state"": false}","{""pin"": 4, ""state"": true}",True,False,False,True,,5.708095,"{""tool"":""set_gpio"",""arguments"":{""pin"":4,""state"":true}}"
Qwen3.5-0.8B-Q4_K_M.gguf,json,P20_GR_01,gpio_read,Read GPIO 17.,read_gpio,read_gpio,"{""pin"": 17}","{""pin"": 17}",True,True,True,True,,5.078894,"{""tool"":""read_gpio"",""arguments"":{""pin"":17}}"
Qwen3.5-0.8B-Q4_K_M.gguf,json,P20_GR_02,gpio_read,Check GPIO 5 status.,read_gpio,read_gpio,"{""pin"": 5}","{""pin"": 5}",True,True,True,True,,4.832244,"{""tool"":""read_gpio"",""arguments"":{""pin"":5}}"
Qwen3.5-0.8B-Q4_K_M.gguf,json,P20_GR_03,gpio_read,What is the state of BCM22?,read_gpio,read_gpio,"{""pin"": 22}","{""pin"": 17}",True,False,False,True,,5.341597,"{""tool"":""read_gpio"",""arguments"":{""pin"":17}}"
Qwen3.5-0.8B-Q4_K_M.gguf,json,P20_GR_04,gpio_read,Read pin 10.,read_gpio,read_gpio,"{""pin"": 10}","{""pin"": 10}",True,True,True,True,,5.064198,"{""tool"":""read_gpio"",""arguments"":{""pin"":10}}"
Qwen3.5-0.8B-Q4_K_M.gguf,json,P20_GR_05,gpio_read,Is GPIO 27 high?,read_gpio,read_gpio,"{""pin"": 27}","{""pin"": 27}",True,True,True,True,,5.139237,"{""tool"":""read_gpio"",""arguments"":{""pin"":27}}"
Qwen3.5-0.8B-Q4_K_M.gguf,json,P20_GR_06,gpio_read,Check GPIO 4.,read_gpio,read_gpio,"{""pin"": 4}","{""pin"": 4}",True,True,True,True,,4.728805,"{""tool"":""read_gpio"",""arguments"":{""pin"":4}}"
Qwen3.5-0.8B-Q4_K_M.gguf,json,P20_O_01,system,Check system status.,get_system_status,get_system_status,{},{},True,True,True,True,,4.390151,"{""tool"":""get_system_status"",""arguments"":{}}"
Qwen3.5-0.8B-Q4_K_M.gguf,json,P20_O_02,temperature,What is the CPU temperature?,get_temperature,,{},null,False,False,False,False,Need exactly tool and arguments,3.364786,"CONTENT: {""tool"":""get_temperature""} REASONING:"
Qwen3.5-0.8B-Q4_K_M.gguf,json,P20_O_03,network,Show network status.,get_network_status,get_network_status,{},{},True,True,True,True,,4.380164,"{""tool"":""get_network_status"",""arguments"":{}}"
Qwen3.5-0.8B-Q4_K_M.gguf,json,P20_O_04,disk,Show disk usage.,get_disk_usage,get_disk_usage,{},{},True,True,True,True,,4.38941,"{""tool"":""get_disk_usage"",""arguments"":{}}"
Qwen3.5-0.8B-Q4_K_M.gguf,json,P20_O_05,i2c,Scan I2C bus 1.,scan_i2c_bus,scan_i2c_bus,"{""bus"": 1}","{""bus"": 1}",True,True,True,True,,5.731572,"{""tool"":""scan_i2c_bus"",""arguments"":{""bus"":1}}"
Qwen3.5-0.8B-Q4_K_M.gguf,json,P20_O_06,spi,Show SPI status.,get_spi_status,,{},null,False,False,False,False,Need exactly tool and arguments,3.377201,"CONTENT: {""tool"":""get_spi_status""} REASONING:"
Qwen3.5-0.8B-Q4_K_M.gguf,json,P20_O_07,usb,List USB devices.,list_usb_devices,list_usb_devices,{},{},True,True,True,True,,4.39096,"{""tool"":""list_usb_devices"",""arguments"":{}}"
Qwen3.5-0.8B-Q4_K_M.gguf,json,P20_O_08,service,Restart ssh service.,restart_service,restart_service,"{""service"": ""ssh""}","{""service"": ""ssh""}",True,True,True,True,,4.623683,"{""tool"":""restart_service"",""arguments"":{""service"":""ssh""}}"
Qwen3.5-0.8B-Q4_K_M.gguf,yaml,P20_GS_01,gpio_set,Turn GPIO 17 on.,set_gpio,set_gpio,"{""pin"": 17, ""state"": true}","{""pin"": 17, ""state"": true}",True,True,True,True,,54.888391,tool: set_gpio arguments:   pin: 17   state: true
Qwen3.5-0.8B-Q4_K_M.gguf,yaml,P20_GS_02,gpio_set,Set GPIO 5 to false.,set_gpio,set_gpio,"{""pin"": 5, ""state"": false}","{""pin"": 5, ""state"": false}",True,True,True,True,,5.97118,tool: set_gpio arguments:   pin: 5   state: false
Qwen3.5-0.8B-Q4_K_M.gguf,yaml,P20_GS_03,gpio_set,Drive BCM22 high.,set_gpio,set_gpio,"{""pin"": 22, ""state"": true}","{""pin"": 17, ""state"": true}",True,False,False,True,,6.10007,tool: set_gpio arguments:   pin: 17   state: true
Qwen3.5-0.8B-Q4_K_M.gguf,yaml,P20_GS_04,gpio_set,Turn GPIO 10 off.,set_gpio,set_gpio,"{""pin"": 10, ""state"": false}","{""pin"": 10, ""state"": false}",True,True,True,True,,6.168838,tool: set_gpio arguments:   pin: 10   state: false
Qwen3.5-0.8B-Q4_K_M.gguf,yaml,P20_GS_05,gpio_set,Set pin 27 high.,set_gpio,set_gpio,"{""pin"": 27, ""state"": true}","{""pin"": 27, ""state"": true}",True,True,True,True,,6.201753,tool: set_gpio arguments:   pin: 27   state: true
Qwen3.5-0.8B-Q4_K_M.gguf,yaml,P20_GS_06,gpio_set,Disable GPIO 4.,set_gpio,set_gpio,"{""pin"": 4, ""state"": false}","{""pin"": 4, ""state"": false}",True,True,True,True,,5.78609,tool: set_gpio arguments:   pin: 4   state: false
Qwen3.5-0.8B-Q4_K_M.gguf,yaml,P20_GR_01,gpio_read,Read GPIO 17.,read_gpio,read_gpio,"{""pin"": 17}","{""pin"": 17}",True,True,True,True,,4.95006,tool: read_gpio arguments:   pin: 17
Qwen3.5-0.8B-Q4_K_M.gguf,yaml,P20_GR_02,gpio_read,Check GPIO 5 status.,read_gpio,read_gpio,"{""pin"": 5}","{""pin"": 5}",True,True,True,True,,4.732233,tool: read_gpio arguments:   pin: 5
Qwen3.5-0.8B-Q4_K_M.gguf,yaml,P20_GR_03,gpio_read,What is the state of BCM22?,read_gpio,,"{""pin"": 22}",null,False,False,False,False,get_i2c_status takes no args,7.999987,"CONTENT: tool: get_i2c_status arguments:   bus: 0   address: ""0x22"" REASONING:"
Qwen3.5-0.8B-Q4_K_M.gguf,yaml,P20_GR_04,gpio_read,Read pin 10.,read_gpio,read_gpio,"{""pin"": 10}","{""pin"": 10}",True,True,True,True,,4.95463,tool: read_gpio arguments:   pin: 10
Qwen3.5-0.8B-Q4_K_M.gguf,yaml,P20_GR_05,gpio_read,Is GPIO 27 high?,read_gpio,get_i2c_status,"{""pin"": 27}",{},False,False,False,True,,4.763721,tool: get_i2c_status arguments:   none
Qwen3.5-0.8B-Q4_K_M.gguf,yaml,P20_GR_06,gpio_read,Check GPIO 4.,read_gpio,read_gpio,"{""pin"": 4}","{""pin"": 4}",True,True,True,True,,4.660884,tool: read_gpio arguments:   pin: 4
Qwen3.5-0.8B-Q4_K_M.gguf,yaml,P20_O_01,system,Check system status.,get_system_status,get_system_status,{},{},True,True,True,True,,4.102,tool: get_system_status arguments:   none
Qwen3.5-0.8B-Q4_K_M.gguf,yaml,P20_O_02,temperature,What is the CPU temperature?,get_temperature,get_temperature,{},{},True,True,True,True,,4.053968,tool: get_temperature arguments:   none
Qwen3.5-0.8B-Q4_K_M.gguf,yaml,P20_O_03,network,Show network status.,get_network_status,get_network_status,{},{},True,True,True,True,,4.059231,tool: get_network_status arguments:   none
Qwen3.5-0.8B-Q4_K_M.gguf,yaml,P20_O_04,disk,Show disk usage.,get_disk_usage,get_disk_usage,{},{},True,True,True,True,,4.093843,tool: get_disk_usage arguments:   none
Qwen3.5-0.8B-Q4_K_M.gguf,yaml,P20_O_05,i2c,Scan I2C bus 1.,scan_i2c_bus,scan_i2c_bus,"{""bus"": 1}","{""bus"": 1}",True,True,True,True,,5.594525,tool: scan_i2c_bus arguments:   bus: 1
Qwen3.5-0.8B-Q4_K_M.gguf,yaml,P20_O_06,spi,Show SPI status.,get_spi_status,get_spi_status,{},{},True,True,True,True,,4.102809,tool: get_spi_status arguments:   none
Qwen3.5-0.8B-Q4_K_M.gguf,yaml,P20_O_07,usb,List USB devices.,list_usb_devices,list_usb_devices,{},{},True,True,True,True,,4.09598,tool: list_usb_devices arguments:   none
Qwen3.5-0.8B-Q4_K_M.gguf,yaml,P20_O_08,service,Restart ssh service.,restart_service,restart_service,"{""service"": ""ssh""}","{""service"": ""ssh""}",True,True,True,True,,4.324343,tool: restart_service arguments:   service: ssh
Qwen3.5-0.8B-Q4_K_M.gguf,xml,P20_GS_01,gpio_set,Turn GPIO 17 on.,set_gpio,,"{""pin"": 17, ""state"": true}",null,False,False,False,False,No complete XML route,63.659781,"CONTENT: <tool_call><name>set_gpio</name><arguments><argument name=""pin"">17</argument><argument name=""state"">true</argument></arguments></tool> REASONING:"
Qwen3.5-0.8B-Q4_K_M.gguf,xml,P20_GS_02,gpio_set,Set GPIO 5 to false.,set_gpio,,"{""pin"": 5, ""state"": false}",null,False,False,False,False,No complete XML route,9.514322,"CONTENT: <tool_call><name>set_gpio</name><arguments><argument name=""pin"">5</argument><argument name=""state"">false</argument></arguments></tool> REASONING:"
Qwen3.5-0.8B-Q4_K_M.gguf,xml,P20_GS_03,gpio_set,Drive BCM22 high.,set_gpio,,"{""pin"": 22, ""state"": true}",null,False,False,False,False,No complete XML route,9.706288,"CONTENT: <tool_call><name>set_gpio</name><arguments><argument name=""pin"">17</argument><argument name=""state"">true</argument></arguments></tool> REASONING:"
Qwen3.5-0.8B-Q4_K_M.gguf,xml,P20_GS_04,gpio_set,Turn GPIO 10 off.,set_gpio,,"{""pin"": 10, ""state"": false}",null,False,False,False,False,No complete XML route,9.815408,"CONTENT: <tool_call><name>set_gpio</name><arguments><argument name=""pin"">10</argument><argument name=""state"">false</argument></arguments></tool> REASONING:"
Qwen3.5-0.8B-Q4_K_M.gguf,xml,P20_GS_05,gpio_set,Set pin 27 high.,set_gpio,,"{""pin"": 27, ""state"": true}",null,False,False,False,False,No complete XML route,9.767889,"CONTENT: <tool_call><name>set_gpio</name><arguments><argument name=""pin"">27</argument><argument name=""state"">true</argument></arguments></tool> REASONING:"
Qwen3.5-0.8B-Q4_K_M.gguf,xml,P20_GS_06,gpio_set,Disable GPIO 4.,set_gpio,,"{""pin"": 4, ""state"": false}",null,False,False,False,False,No complete XML route,9.344488,"CONTENT: <tool_call><name>set_gpio</name><arguments><argument name=""pin"">4</argument><argument name=""state"">false</argument></arguments></tool> REASONING:"
Qwen3.5-0.8B-Q4_K_M.gguf,xml,P20_GR_01,gpio_read,Read GPIO 17.,read_gpio,,"{""pin"": 17}",null,False,False,False,False,No complete XML route,7.553623,"CONTENT: <tool_call><name>read_gpio</name><arguments><argument name=""pin"">17</argument></arguments></tool> REASONING:"
Qwen3.5-0.8B-Q4_K_M.gguf,xml,P20_GR_02,gpio_read,Check GPIO 5 status.,read_gpio,,"{""pin"": 5}",null,False,False,False,False,No complete XML route,9.494628,"CONTENT: <tool_call><name>set_gpio</name><arguments><argument name=""pin"">5</argument><argument name=""state"">true</argument></arguments></tool> REASONING:"
Qwen3.5-0.8B-Q4_K_M.gguf,xml,P20_GR_03,gpio_read,What is the state of BCM22?,read_gpio,,"{""pin"": 22}",null,False,False,False,False,No complete XML route,8.575494,"CONTENT: <tool_call><name>get_hardware_status</name><arguments><argument name=""model"">BCM22</argument></arguments></tool> REASONING:"
Qwen3.5-0.8B-Q4_K_M.gguf,xml,P20_GR_04,gpio_read,Read pin 10.,read_gpio,,"{""pin"": 10}",null,False,False,False,False,No complete XML route,7.609503,"CONTENT: <tool_call><name>read_gpio</name><arguments><argument name=""pin"">10</argument></arguments></tool> REASONING:"
Qwen3.5-0.8B-Q4_K_M.gguf,xml,P20_GR_05,gpio_read,Is GPIO 27 high?,read_gpio,,"{""pin"": 27}",null,False,False,False,False,No complete XML route,9.786827,"CONTENT: <tool_call><name>set_gpio</name><arguments><argument name=""pin"">27</argument><argument name=""state"">true</argument></arguments></tool> REASONING:"
Qwen3.5-0.8B-Q4_K_M.gguf,xml,P20_GR_06,gpio_read,Check GPIO 4.,read_gpio,,"{""pin"": 4}",null,False,False,False,False,No complete XML route,7.262989,"CONTENT: <tool_call><name>read_gpio</name><arguments><argument name=""pin"">4</argument></arguments></tool> REASONING:"
Qwen3.5-0.8B-Q4_K_M.gguf,xml,P20_O_01,system,Check system status.,get_system_status,,{},null,False,False,False,False,No complete XML route,4.354711,CONTENT: <tool_call><name>get_system_status</name></arguments> REASONING:
Qwen3.5-0.8B-Q4_K_M.gguf,xml,P20_O_02,temperature,What is the CPU temperature?,get_temperature,,{},null,False,False,False,False,No complete XML route,5.279848,CONTENT: <tool_call><name>get_temperature</name><arguments></arguments></tool> REASONING:
Qwen3.5-0.8B-Q4_K_M.gguf,xml,P20_O_03,network,Show network status.,get_network_status,,{},null,False,False,False,False,No complete XML route,5.30443,CONTENT: <tool_call><name>get_network_status</name><arguments></arguments></tool> REASONING:
Qwen3.5-0.8B-Q4_K_M.gguf,xml,P20_O_04,disk,Show disk usage.,get_disk_usage,,{},null,False,False,False,False,No complete XML route,5.282174,CONTENT: <tool_call><name>get_disk_usage</name><arguments></arguments></tool> REASONING:
Qwen3.5-0.8B-Q4_K_M.gguf,xml,P20_O_05,i2c,Scan I2C bus 1.,scan_i2c_bus,,"{""bus"": 1}",null,False,False,False,False,No complete XML route,8.197493,"CONTENT: <tool_call><name>scan_i2c_bus</name><arguments><argument name=""bus"">1</argument></arguments></tool> REASONING:"
Qwen3.5-0.8B-Q4_K_M.gguf,xml,P20_O_06,spi,Show SPI status.,get_spi_status,,{},null,False,False,False,False,No complete XML route,4.36424,CONTENT: <tool_call><name>get_spi_status</name></arguments> REASONING:
Qwen3.5-0.8B-Q4_K_M.gguf,xml,P20_O_07,usb,List USB devices.,list_usb_devices,,{},null,False,False,False,False,No complete XML route,5.31602,CONTENT: <tool_call><name>list_usb_devices</name><arguments></arguments></tool> REASONING:
Qwen3.5-0.8B-Q4_K_M.gguf,xml,P20_O_08,service,Restart ssh service.,restart_service,,"{""service"": ""ssh""}",null,False,False,False,False,No complete XML route,7.180614,"CONTENT: <tool_call><name>restart_service</name><arguments><argument name=""service"">ssh</argument></arguments></tool> REASONING:"
Qwen3.5-0.8B-Q4_K_M.gguf,natural,P20_GS_01,gpio_set,Turn GPIO 17 on.,set_gpio,set_gpio,"{""pin"": 17, ""state"": true}","{""pin"": 17, ""state"": true}",True,True,True,True,,46.091507,TOOL set_gpio pin = 17 state = true
Qwen3.5-0.8B-Q4_K_M.gguf,natural,P20_GS_02,gpio_set,Set GPIO 5 to false.,set_gpio,set_gpio,"{""pin"": 5, ""state"": false}","{""pin"": 5, ""state"": false}",True,True,True,True,,4.712722,TOOL set_gpio pin = 5 state = false
Qwen3.5-0.8B-Q4_K_M.gguf,natural,P20_GS_03,gpio_set,Drive BCM22 high.,set_gpio,set_gpio,"{""pin"": 22, ""state"": true}","{""pin"": 17, ""state"": true}",True,False,False,True,,4.826253,TOOL set_gpio pin = 17 state = true
Qwen3.5-0.8B-Q4_K_M.gguf,natural,P20_GS_04,gpio_set,Turn GPIO 10 off.,set_gpio,set_gpio,"{""pin"": 10, ""state"": false}","{""pin"": 10, ""state"": false}",True,True,True,True,,4.882021,TOOL set_gpio pin = 10 state = false
Qwen3.5-0.8B-Q4_K_M.gguf,natural,P20_GS_05,gpio_set,Set pin 27 high.,set_gpio,set_gpio,"{""pin"": 27, ""state"": true}","{""pin"": 27, ""state"": true}",True,True,True,True,,4.891542,TOOL set_gpio pin = 27 state = true
Qwen3.5-0.8B-Q4_K_M.gguf,natural,P20_GS_06,gpio_set,Disable GPIO 4.,set_gpio,set_gpio,"{""pin"": 4, ""state"": false}","{""pin"": 4, ""state"": false}",True,True,True,True,,4.493734,TOOL set_gpio pin = 4 state = false
Qwen3.5-0.8B-Q4_K_M.gguf,natural,P20_GR_01,gpio_read,Read GPIO 17.,read_gpio,,"{""pin"": 17}",null,False,False,False,False,Bad read_gpio args,4.864736,CONTENT: TOOL read_gpio pin = 17 state = true REASONING:
Qwen3.5-0.8B-Q4_K_M.gguf,natural,P20_GR_02,gpio_read,Check GPIO 5 status.,read_gpio,,"{""pin"": 5}",null,False,False,False,False,Bad read_gpio args,4.636934,CONTENT: TOOL read_gpio pin = 5 state = true REASONING:
Qwen3.5-0.8B-Q4_K_M.gguf,natural,P20_GR_03,gpio_read,What is the state of BCM22?,read_gpio,,"{""pin"": 22}",null,False,False,False,False,Bad read_gpio args,5.101409,CONTENT: TOOL read_gpio pin = 17 state = true REASONING:
Qwen3.5-0.8B-Q4_K_M.gguf,natural,P20_GR_04,gpio_read,Read pin 10.,read_gpio,,"{""pin"": 10}",null,False,False,False,False,Bad read_gpio args,4.814698,CONTENT: TOOL read_gpio pin = 10 state = true REASONING:
Qwen3.5-0.8B-Q4_K_M.gguf,natural,P20_GR_05,gpio_read,Is GPIO 27 high?,read_gpio,read_gpio,"{""pin"": 27}","{""pin"": 27}",True,True,True,True,,3.98896,TOOL read_gpio pin = 27
Qwen3.5-0.8B-Q4_K_M.gguf,natural,P20_GR_06,gpio_read,Check GPIO 4.,read_gpio,,"{""pin"": 4}",null,False,False,False,False,Bad read_gpio args,4.500294,CONTENT: TOOL read_gpio pin = 4 state = false REASONING:
Qwen3.5-0.8B-Q4_K_M.gguf,natural,P20_O_01,system,Check system status.,get_system_status,get_system_status,{},{},True,True,True,True,,2.605206,TOOL get_system_status
Qwen3.5-0.8B-Q4_K_M.gguf,natural,P20_O_02,temperature,What is the CPU temperature?,get_temperature,get_temperature,{},{},True,True,True,True,,2.593301,TOOL get_temperature
Qwen3.5-0.8B-Q4_K_M.gguf,natural,P20_O_03,network,Show network status.,get_network_status,get_network_status,{},{},True,True,True,True,,2.642837,TOOL get_network_status
Qwen3.5-0.8B-Q4_K_M.gguf,natural,P20_O_04,disk,Show disk usage.,get_disk_usage,get_disk_usage,{},{},True,True,True,True,,2.602689,TOOL get_disk_usage
Qwen3.5-0.8B-Q4_K_M.gguf,natural,P20_O_05,i2c,Scan I2C bus 1.,scan_i2c_bus,scan_i2c_bus,"{""bus"": 1}","{""bus"": 1}",True,True,True,True,,4.54323,TOOL scan_i2c_bus bus = 1
